City,datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,temperature_2m,relative_humidity_2m,apparent_temperature,rain,pressure_msl,wind_speed_10m,dew_point_2m,weather_code,surface_pressure,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,wind_gusts_10m,wind_direction_10m,cloud_cover,precipitation,et0_fao_evapotranspiration,vapour_pressure_deficit,cloud_cover_high,cloud_cover_low,cloud_cover_mid,soil_temperature_7_to_28cm,wind_speed_100m,wind_direction_100m,is_day,total_column_integrated_water_vapour,wet_bulb_temperature_2m,direct_radiation,direct_radiation_instant,hour,weekday,is_weekend,traffic_level
Kolkata,2016-04-28,182.4,101.8,25.5,55.3,90.2,2.3,6.27,64.8,124.7,14.95,22.2,3.69,345.5,Satisfactory,27.817501,90.76186,33.59701,0.0,1004.7,11.966953,26.167501,2.0,1003.56024,30.317501,0.137,19.44,186.91113,79.0,0.0,0.028450767,0.34508228,0.0,78.0,0.0,34.1675,20.12461,190.3048,1.0,47.3,26.578182,1.0,2.4649928,0,3,0,Medium
Kolkata,2016-04-29,191.7,584.8,181.2,120.4,182.3,42.2,4.84,41.3,67.1,19.39,22.86,8.4,308.7,Severe,27.667501,93.472046,33.841553,0.0,1004.6,10.948973,26.5175,2.0,1003.45996,30.067501,0.139,16.199999,170.53775,75.0,0.0,0.021453353,0.24171281,69.0,20.0,0.0,34.267498,18.374111,177.7543,1.0,40.4,26.813534,1.0,2.4470468,0,4,0,Medium
Kolkata,2016-04-30,395.0,531.2,66.6,34.4,234.0,46.8,1.98,44.1,176.5,0.23,28.84,5.29,117.3,Severe,28.0175,88.39188,33.73385,0.0,1004.7,11.212135,25.917501,3.0,1003.5612,30.2175,0.149,14.4,185.52745,91.0,0.0,0.03324738,0.43870163,90.0,0.0,18.0,34.317497,21.046917,192.8477,1.0,39.0,26.437098,0.0,0.0,0,5,1,Medium
Kolkata,2016-05-01,385.8,459.3,77.1,66.5,112.4,14.4,4.85,76.3,142.4,7.29,26.25,2.84,1.1,Severe,27.167501,83.69554,32.300423,0.0,1004.5,7.342588,24.167501,0.0,1003.3582,29.4675,0.146,13.32,191.30989,0.0,0.0,0.033537965,0.5864773,0.0,0.0,0.0,33.8675,15.617529,205.97433,1.0,35.1,24.938032,1.0,2.4158924,0,6,1,Medium
Kolkata,2016-05-02,207.6,357.9,156.4,33.7,47.1,34.5,0.7,31.8,129.1,13.6,19.5,9.73,107.1,Severe,27.2675,92.62767,33.132225,0.0,1004.6,10.44,25.9675,0.0,1003.45844,29.817501,0.158,15.4800005,133.60289,5.0,0.0,0.022809986,0.26668906,0.0,4.0,0.0,34.017498,18.79255,143.56905,1.0,30.6,26.297827,1.0,2.4025507,0,0,0,Medium
Kolkata,2016-05-03,374.3,121.2,145.7,92.8,212.6,44.7,5.31,8.7,154.5,19.35,10.19,6.92,116.6,Very Poor,28.067501,93.21628,34.63569,0.0,1005.8,9.957108,26.8675,3.0,1004.66,30.567501,0.3,16.56,130.60121,96.0,0.0,0.021843117,0.25709343,0.0,96.0,0.0,33.317497,15.021105,135.97093,1.0,36.5,27.17436,0.0,0.0,0,1,0,Medium
Kolkata,2016-05-04,220.3,165.1,148.9,65.2,5.9,11.4,4.37,77.5,32.8,4.86,16.46,0.76,225.9,Moderate,27.9675,91.84902,33.82956,0.1,1004.8,13.084402,26.5175,51.0,1003.6607,29.7175,0.352,13.679999,187.90707,26.0,0.1,0.02929768,0.3071308,7.0,0.0,19.0,32.017498,24.442911,189.32352,1.0,37.9,26.8809,0.0,0.0,0,2,0,Medium
Kolkata,2016-05-05,79.1,584.3,98.0,61.7,6.5,7.8,2.19,92.5,97.7,18.98,14.82,7.41,284.7,Satisfactory,27.1175,92.345695,33.47543,0.0,1008.0,6.12,25.7675,2.0,1006.854,28.817501,0.335,22.68,180.0,54.0,0.0,0.018926,0.27447557,51.0,7.0,0.0,31.2675,14.145756,194.7436,1.0,36.9,26.109657,1.0,2.3685799,0,3,0,Medium
Kolkata,2016-05-06,431.4,308.7,191.5,66.0,189.8,25.7,1.65,96.1,177.9,7.21,9.67,9.26,479.5,Moderate,26.0175,95.64727,31.88197,0.0,1007.2,7.208994,25.2675,0.0,1006.0507,28.2675,0.307,12.959999,182.86235,3.0,0.0,0.015083083,0.1463151,0.0,3.0,0.0,31.2175,14.934577,195.37631,1.0,38.4,25.473942,1.0,2.359169,0,4,0,Medium
Kolkata,2016-05-07,392.3,488.1,108.8,148.3,66.7,18.9,6.84,27.9,154.9,6.23,25.52,1.61,77.9,Good,27.5175,94.574,33.552994,0.0,1006.6,12.144331,26.567501,2.0,1005.4571,29.167501,0.282,19.8,191.9761,56.0,0.0,0.02064476,0.19915795,1.0,53.0,10.0,31.5175,20.275385,196.50444,1.0,50.7,26.81971,1.0,2.350521,0,5,1,Medium
Kolkata,2016-05-08,435.4,331.6,96.3,74.0,166.0,9.2,9.73,57.6,18.2,4.63,4.17,3.06,58.7,Good,25.917501,95.35969,31.535835,0.0,1008.8,8.217153,25.1175,1.0,1007.64825,28.567501,0.336,16.199999,118.8107,31.0,0.0,0.016522259,0.15506554,0.0,16.0,17.0,31.317501,15.408671,127.40543,1.0,46.3,25.334764,1.0,2.3425539,0,6,1,Medium
Kolkata,2016-05-09,191.4,31.0,180.4,91.8,26.4,39.3,0.15,57.1,175.2,18.39,27.5,4.42,277.2,Good,26.6175,96.519585,33.225353,0.0,1009.1,5.5887027,26.0175,1.0,1007.9508,28.6175,0.316,7.92,194.93147,49.0,0.0,0.01317614,0.12119174,46.0,0.0,2.0,31.167501,12.24,208.07239,1.0,49.6,26.193405,1.0,2.3352423,0,0,0,Medium
Kolkata,2016-05-10,287.2,169.6,148.0,0.8,137.7,5.0,1.88,56.0,4.7,18.61,21.88,2.53,317.9,Satisfactory,27.167501,95.966064,33.840782,0.0,1008.5,7.289444,26.4675,3.0,1007.35364,28.9675,0.317,8.64,159.77505,99.0,0.0,0.014967143,0.14506531,99.0,4.0,1.0,31.317501,12.599999,180.0,1.0,51.8,26.665924,1.0,2.3285124,0,1,0,Medium
Kolkata,2016-05-11,304.1,295.1,84.6,127.7,142.8,14.5,2.28,14.4,55.5,16.73,14.62,2.28,410.0,Moderate,26.5175,98.24502,33.604,0.0,1008.5,3.2599385,26.2175,2.0,1007.35114,28.5175,0.294,8.28,83.659904,59.0,0.0,0.010753429,0.060750246,0.0,58.0,0.0,31.067501,4.829907,63.435013,1.0,49.2,26.331738,2.0,4.6446214,0,2,0,Medium
Kolkata,2016-05-12,172.1,294.7,118.4,117.2,14.9,35.7,1.28,50.3,181.8,4.82,15.58,0.21,407.6,Satisfactory,27.417501,94.84929,34.192635,0.0,1004.8,6.830519,26.5175,2.0,1003.6588,29.0175,0.266,11.879999,198.43504,77.0,0.0,0.016323341,0.18795395,77.0,0.0,1.0,31.417501,11.983188,212.73521,1.0,52.1,26.758831,1.0,2.3165717,0,3,0,Medium
Kolkata,2016-05-13,363.2,27.7,106.6,67.6,40.8,14.2,6.19,65.3,180.7,1.33,28.8,9.19,386.6,Very Poor,28.667501,89.22902,35.04814,0.0,1004.1,10.495713,26.7175,0.0,1002.96436,29.917501,0.311,22.68,174.09395,16.0,0.0,0.03139988,0.42267466,0.0,12.0,4.0,31.7675,18.359999,180.0,1.0,49.5,27.195852,2.0,4.6227717,0,4,0,Medium
Kolkata,2016-05-14,216.9,40.7,71.6,96.6,209.6,13.7,5.93,87.4,177.6,6.52,3.35,8.87,184.8,Moderate,28.3675,91.06517,33.863956,0.0,1005.7,16.808569,26.7675,1.0,1004.5613,29.3675,0.359,27.72,170.13426,23.0,0.0,0.035184238,0.34457397,0.0,11.0,14.0,31.2675,28.66694,172.78583,1.0,47.0,27.164368,2.0,4.6132226,0,5,1,Medium
Kolkata,2016-05-15,357.1,576.1,43.5,115.3,204.3,2.2,4.19,26.9,185.0,1.97,1.23,5.04,72.3,Good,28.2175,85.06674,33.007954,0.0,1005.9,15.463246,25.4675,1.0,1004.7605,29.417501,0.304,28.8,204.77512,32.0,0.0,0.050477844,0.57099557,0.0,25.0,11.0,31.3675,25.600533,205.84433,1.0,54.8,26.154516,2.0,4.60445,0,6,1,Medium
Kolkata,2016-05-16,196.5,235.9,62.9,1.1,56.6,34.0,8.74,74.1,10.1,10.33,3.3,0.74,359.3,Severe,28.7175,82.876526,32.772484,0.0,1004.2,20.730501,25.5175,1.0,1003.0643,29.8675,0.27,36.36,200.32323,26.0,0.0,0.06944184,0.67399883,0.0,11.0,20.0,31.6175,33.96233,201.12479,1.0,55.3,26.32114,2.0,4.596365,0,0,0,Medium
Kolkata,2016-05-17,42.8,471.0,6.9,41.3,133.7,48.2,5.15,60.1,90.2,5.8,5.28,0.14,485.4,Moderate,28.567501,81.63551,32.571476,0.0,1003.1,19.255793,25.1175,2.0,1001.9648,29.817501,0.245,32.399998,200.80687,66.0,0.0,0.07069911,0.7166257,47.0,3.0,59.0,31.7175,32.427986,202.86455,1.0,57.1,25.9945,2.0,4.588994,0,1,0,Medium
Kolkata,2016-05-18,462.4,62.6,197.7,60.0,155.8,47.1,1.23,48.8,89.0,19.32,4.03,0.59,80.8,Good,28.067501,83.79489,32.7555,0.0,1003.7,14.345898,25.067501,2.0,1002.5624,29.4675,0.225,33.12,197.52567,76.0,0.0,0.051495817,0.61427546,72.0,12.0,4.0,31.6175,23.469128,200.659,1.0,53.0,25.825052,2.0,4.582135,0,2,0,Medium
Kolkata,2016-05-19,426.3,194.9,122.6,82.1,56.0,11.4,1.77,26.4,199.9,9.46,2.96,4.73,170.0,Severe,26.317501,89.58518,31.115498,1.1,1003.8,10.948973,24.4675,55.0,1002.6555,29.0175,0.234,25.199999,170.53775,78.0,1.1,0.032073744,0.35636926,76.0,8.0,0.0,31.567501,18.486622,173.29025,1.0,55.5,24.93485,0.0,0.0,0,3,0,Medium
Kolkata,2016-05-20,162.3,457.8,138.2,87.6,87.3,12.9,3.19,96.8,64.9,19.62,5.54,4.61,6.9,Very Poor,25.817501,96.78677,31.240353,0.6,1002.1,10.239453,25.2675,53.0,1000.9557,27.6175,0.353,19.08,100.12462,100.0,0.6,0.017324924,0.10674262,100.0,23.0,98.0,29.6175,18.692286,105.64231,1.0,65.0,25.430185,0.0,0.0,0,4,0,Medium
Kolkata,2016-05-21,463.2,500.7,57.8,63.5,210.3,29.2,7.51,53.1,144.4,5.24,0.53,6.33,69.7,Moderate,24.7675,97.343735,27.936016,7.6,995.6,21.485697,24.317501,65.0,994.4589,26.567501,0.439,47.519997,8.673101,100.0,7.6,0.014467232,0.082913876,100.0,73.0,29.0,28.2175,34.75445,13.17257,1.0,61.2,24.454762,0.0,0.0,0,5,1,Medium
Kolkata,2016-05-22,465.5,477.1,174.9,116.6,30.9,47.4,6.28,41.6,159.5,13.6,1.77,7.27,212.8,Satisfactory,25.317501,97.937,31.039104,0.0,999.2,6.8399997,24.9675,3.0,998.0571,26.3675,0.394,7.5599995,360.0,100.0,0.0,0.013071214,0.06653309,18.0,100.0,26.0,27.7675,9.19939,329.42084,1.0,56.6,25.085957,1.0,2.2800038,0,6,1,Medium
Kolkata,2016-05-23,445.4,28.1,97.1,70.2,182.7,21.7,2.03,15.4,174.2,19.93,23.66,6.51,450.6,Very Poor,27.7675,97.97384,34.86166,0.0,1000.0,9.114471,27.417501,3.0,998.8656,28.7675,0.366,12.959999,99.090195,91.0,0.0,0.013255884,0.07545447,0.0,90.0,10.0,30.067501,13.1041975,105.945465,1.0,57.3,27.54781,2.0,4.5555987,0,0,0,Medium
Kolkata,2016-05-24,374.3,216.2,188.0,25.2,241.8,13.2,6.58,67.7,98.7,8.89,5.24,6.98,212.9,Satisfactory,27.1175,98.54208,34.240955,0.7,1000.7,6.162207,26.8675,53.0,999.5623,28.917501,0.403,16.56,96.70974,7.0,0.7,0.012202756,0.052272797,0.0,3.0,5.0,30.3675,9.565437,109.798965,1.0,53.7,26.97514,1.0,2.2757988,0,1,0,Medium
Kolkata,2016-05-25,411.2,25.5,139.4,133.2,142.2,29.2,6.86,27.0,145.3,18.52,5.32,5.92,271.6,Very Poor,27.167501,98.54263,34.379105,0.0,999.5,5.8048253,26.917501,0.0,998.3639,28.667501,0.381,10.799999,187.12492,2.0,0.0,0.011818152,0.052406073,0.0,1.0,1.0,30.417501,11.841756,199.53674,1.0,43.9,27.02542,3.0,6.82195,0,2,0,Medium
Kolkata,2016-05-26,379.4,347.4,55.9,133.5,180.5,4.7,5.57,53.0,195.5,8.37,22.43,4.34,466.6,Very Poor,28.0175,96.55488,35.31312,0.0,1000.5,7.729527,27.417501,1.0,999.36597,29.2675,0.361,18.72,152.24155,35.0,0.0,0.0154408645,0.13017774,1.0,4.0,33.0,30.817501,15.256526,160.70985,1.0,51.6,27.597939,1.0,2.2724054,0,3,0,Medium
Kolkata,2016-05-27,257.5,508.2,172.6,42.9,227.5,33.8,7.21,56.4,148.5,12.74,13.95,4.49,307.3,Satisfactory,27.3675,96.82296,33.565018,0.0,1002.1,12.261158,26.817501,1.0,1000.9616,28.817501,0.383,19.08,176.6336,37.0,0.0,0.016545892,0.115590334,2.0,11.0,29.0,30.6175,20.880001,180.0,1.0,45.7,26.985643,3.0,6.8127494,0,4,0,Medium
Kolkata,2016-05-28,70.6,500.6,150.4,122.2,39.2,2.6,7.96,35.3,53.8,16.15,0.35,7.05,485.2,Severe,27.6175,96.828735,35.521206,0.0,1002.8,1.8,27.067501,1.0,1001.6617,28.9675,0.349,9.36,143.13002,49.0,0.0,0.012312536,0.11707401,33.0,0.0,46.0,30.567501,3.671294,191.30989,1.0,53.8,27.236536,2.0,4.5393257,0,5,1,Medium
Kolkata,2016-05-29,427.9,457.9,154.9,48.7,184.3,12.8,4.18,18.0,150.1,13.22,6.67,8.82,235.8,Satisfactory,27.4675,97.68226,34.999638,0.0,1002.5,4.3498964,27.067501,2.0,1001.36145,29.067501,0.374,14.759999,155.55606,74.0,0.0,0.012596916,0.084818125,20.0,0.0,72.0,30.8675,6.519877,173.6599,1.0,52.4,27.20612,3.0,6.8054714,0,6,1,Medium
Kolkata,2016-05-30,127.6,153.2,61.6,11.0,24.1,23.8,6.38,95.6,112.4,9.32,21.36,5.69,253.1,Moderate,27.1175,94.27922,33.452534,0.0,1002.6,7.928177,26.1175,1.0,1001.4601,28.8675,0.352,14.759999,140.52757,23.0,0.0,0.01929954,0.20513272,1.0,19.0,2.0,30.917501,14.336861,151.50446,1.0,50.8,26.380335,2.0,4.534987,0,0,0,Medium
Kolkata,2016-05-31,179.5,303.8,164.6,90.2,13.8,20.4,9.12,29.7,148.4,18.6,26.17,6.18,379.4,Good,27.8675,95.7053,35.171047,0.0,1003.4,6.162207,27.1175,0.0,1002.26196,29.317501,0.356,15.4800005,173.29025,12.0,0.0,0.01581142,0.16087413,5.0,7.0,0.0,30.9675,11.928989,185.19434,1.0,49.9,27.328022,2.0,4.5333004,0,1,0,Medium
Kolkata,2016-06-01,356.1,146.6,83.0,73.2,176.9,12.5,0.81,34.3,70.8,3.0,13.46,0.78,244.8,Severe,27.8675,96.55111,34.991814,0.0,1004.5,8.14587,27.2675,2.0,1003.3607,29.317501,0.349,14.4,135.0001,64.0,0.0,0.015670173,0.12918949,0.0,55.0,20.0,31.1175,13.896187,143.42688,1.0,51.9,27.447445,3.0,6.797883,0,2,0,Medium
Kolkata,2016-06-02,353.1,320.7,41.1,31.5,161.0,45.7,8.84,34.2,127.6,2.78,16.77,4.61,42.0,Severe,26.7675,97.09538,33.46525,0.0,1004.7,6.162207,26.2675,1.0,1003.55646,28.567501,0.346,10.799999,96.70974,26.0,0.0,0.014212461,0.10203481,5.0,7.0,16.0,30.6175,10.1887,122.00535,1.0,48.3,26.42323,2.0,4.5307217,0,3,0,Medium
Kolkata,2016-06-03,168.2,39.6,64.7,26.3,240.5,45.0,3.79,97.9,38.3,9.76,25.52,7.67,176.2,Severe,26.8675,96.24124,33.13213,0.1,1004.2,8.891343,26.2175,51.0,1003.0574,28.567501,0.336,11.159999,121.75944,21.0,0.1,0.01644702,0.13281703,0.0,20.0,1.0,30.6175,15.580141,139.68597,1.0,49.7,26.404638,2.0,4.5298095,0,4,0,Medium
Kolkata,2016-06-04,475.2,400.5,31.8,150.0,11.5,33.8,6.7,15.1,192.9,13.47,23.03,0.99,461.5,Satisfactory,26.917501,94.270996,33.158504,0.0,1005.0,7.628263,25.917501,1.0,1003.8567,28.5175,0.324,12.24,109.290146,20.0,0.0,0.018729342,0.20303869,2.0,17.0,1.0,30.5175,13.281023,122.828545,1.0,51.4,26.180237,3.0,6.7938547,0,5,1,Medium
Kolkata,2016-06-05,273.2,367.3,162.3,18.7,111.6,23.0,1.85,83.5,11.5,17.84,3.24,3.65,485.1,Poor,26.7675,94.54457,33.071903,0.0,1006.0,6.725354,25.817501,0.0,1004.8549,28.317501,0.338,9.36,105.52418,12.0,0.0,0.017562551,0.19164991,7.0,4.0,3.0,30.317501,11.923557,118.88649,1.0,58.4,26.069063,3.0,6.7935343,0,6,1,Medium
Kolkata,2016-06-06,470.7,24.4,171.4,43.9,5.2,27.0,7.4,24.1,148.1,14.88,28.25,2.87,106.3,Moderate,26.417501,94.2503,32.05161,0.3,1006.1,9.47012,25.417501,51.0,1004.95325,28.2675,0.339,12.24,98.74608,76.0,0.3,0.020435866,0.19788218,60.0,27.0,40.0,30.2175,15.509274,111.801476,1.0,65.4,25.680008,2.0,4.5291505,0,0,0,Medium
Kolkata,2016-06-07,259.1,565.4,139.5,74.0,144.0,16.1,2.39,9.7,97.0,15.92,14.98,9.48,258.4,Poor,25.8675,94.508965,31.533718,0.0,1004.8,6.989936,24.917501,3.0,1003.65283,27.567501,0.397,15.4800005,145.49142,88.0,0.0,0.018776033,0.18295646,84.0,12.0,3.0,29.317501,12.181625,161.0295,1.0,62.6,25.168377,1.0,2.264803,0,1,0,Medium
Kolkata,2016-06-08,309.0,505.5,84.5,10.5,42.2,32.3,7.91,42.5,59.4,2.57,2.9,9.83,58.6,Poor,26.317501,94.24614,32.11463,0.1,1003.5,7.8954163,25.317501,51.0,1002.3559,27.917501,0.381,15.84,136.8476,98.0,0.1,0.019325387,0.19686484,93.0,82.0,10.0,29.4675,13.089354,148.49579,1.0,59.7,25.579964,1.0,2.265165,0,2,0,Medium
Kolkata,2016-06-09,340.0,59.5,26.9,128.9,244.6,31.8,2.07,73.2,115.1,1.84,16.35,6.14,232.3,Moderate,26.5175,93.418,32.59277,0.0,1000.9,6.2145634,25.3675,2.0,999.7598,27.9675,0.369,11.159999,79.99209,53.0,0.0,0.019348936,0.22786546,40.0,17.0,28.0,29.6175,10.446206,91.97489,1.0,64.1,25.66415,1.0,2.265723,0,3,0,Medium
Kolkata,2016-06-10,218.4,147.1,161.3,63.5,74.9,40.9,2.93,42.0,136.7,3.25,20.13,3.79,142.2,Very Poor,27.167501,96.533516,34.447083,0.0,999.5,3.6179552,26.567501,3.0,998.3639,28.317501,0.358,9.72,264.2895,83.0,0.0,0.013442849,0.12465811,83.0,0.0,0.0,29.7175,6.9527545,291.25058,1.0,54.6,26.74517,2.0,4.5328364,0,4,0,Medium
Kolkata,2016-06-11,121.9,285.3,32.9,126.7,233.4,10.9,3.3,83.9,52.3,3.94,14.31,7.62,68.3,Satisfactory,28.7675,89.49933,35.242283,0.0,998.9,10.587918,26.8675,2.0,997.7705,29.2175,0.378,19.8,215.3113,72.0,0.0,0.03148826,0.41445184,62.0,0.0,23.0,30.667501,20.150354,221.37842,1.0,57.0,27.33326,3.0,6.8016624,0,5,1,Medium
Kolkata,2016-06-12,68.8,266.9,24.5,23.4,247.1,18.0,2.55,97.4,143.7,2.58,14.55,9.99,130.8,Satisfactory,29.3675,86.700455,36.55538,0.0,999.6,5.937272,26.917501,3.0,998.472,30.167501,0.36,19.44,165.96373,100.0,0.0,0.027668806,0.54341793,100.0,2.0,15.0,31.667501,10.966713,203.19862,1.0,67.5,27.51381,0.0,0.0,0,6,1,Medium
Kolkata,2016-06-13,292.0,308.8,66.0,54.5,119.1,18.3,9.46,11.5,151.6,5.66,13.41,2.69,60.4,Good,27.667501,94.30182,35.06096,8.2,1000.9,3.319036,26.667501,65.0,999.7642,29.7175,0.439,14.759999,167.4712,99.0,8.2,0.014958039,0.2109847,98.0,6.0,66.0,31.4675,8.557102,165.37909,1.0,73.3,26.930634,2.0,4.5384574,0,0,0,Medium
Kolkata,2016-06-14,247.6,110.7,120.2,127.4,35.2,23.1,0.82,56.3,128.2,4.14,18.83,8.18,90.5,Poor,27.3675,96.53854,34.565475,0.0,1000.3,5.1544156,26.7675,3.0,999.1637,28.7175,0.389,9.72,77.90526,100.0,0.0,0.0142638525,0.12593865,100.0,3.0,32.0,30.167501,4.802999,102.99462,1.0,68.0,26.945814,0.0,0.0,0,1,0,Medium
Kolkata,2016-06-15,27.0,567.0,170.6,144.6,235.0,24.6,5.42,12.7,4.0,0.73,18.02,5.68,237.8,Moderate,27.0175,95.39658,32.289486,0.2,999.3,15.696165,26.2175,51.0,998.1635,28.817501,0.411,25.199999,216.60716,100.0,0.2,0.022527589,0.16410041,99.0,24.0,59.0,30.567501,27.155552,218.54121,1.0,66.9,26.436762,0.0,0.0,0,2,0,Medium
Kolkata,2016-06-16,254.1,5.7,112.8,144.8,59.5,17.3,9.21,31.4,195.7,17.47,4.15,4.8,5.9,Moderate,26.8675,88.827156,32.672344,0.1,999.0,5.8048253,24.8675,51.0,997.8633,28.2175,0.393,16.56,172.87508,89.0,0.1,0.02398201,0.3948567,86.0,1.0,28.0,30.167501,10.948973,189.46225,1.0,59.3,25.369808,1.0,2.2731166,0,3,0,Medium
Kolkata,2016-06-17,177.8,318.5,152.6,3.1,141.5,7.0,4.14,69.7,167.8,13.54,1.94,2.41,43.5,Poor,26.4675,92.31012,32.263905,0.0,1000.5,6.989936,25.1175,3.0,999.36005,28.0175,0.394,13.679999,124.50858,90.0,0.0,0.021036634,0.265445,82.0,0.0,42.0,29.8675,11.966954,136.2188,1.0,65.5,25.460966,1.0,2.2746394,0,4,0,Medium
Kolkata,2016-06-18,361.7,558.3,138.5,57.8,27.2,31.3,3.3,27.0,32.7,13.83,23.47,2.27,396.1,Good,26.2175,93.40381,31.527023,0.0,1001.7,10.105681,25.067501,3.0,1000.5577,27.7675,0.403,19.44,94.08554,100.0,0.0,0.022743471,0.224365,98.0,92.0,1.0,29.417501,18.228943,99.090195,1.0,70.0,25.364346,0.0,0.0,0,5,1,Medium
Kolkata,2016-06-19,9.1,559.5,145.9,65.0,161.5,34.2,5.89,95.0,50.5,6.93,8.98,3.02,153.4,Good,26.2175,92.848625,31.631111,0.0,1004.2,8.942214,24.9675,2.0,1003.0549,27.567501,0.395,15.119999,139.89915,53.0,0.0,0.02239655,0.24325132,32.0,24.0,13.0,29.2175,16.676977,147.3391,1.0,64.5,25.287737,1.0,2.2779822,0,6,1,Medium
Kolkata,2016-06-20,212.8,410.0,125.4,99.8,193.8,11.8,7.17,74.2,94.6,3.45,17.51,8.16,332.1,Satisfactory,26.817501,90.69636,32.150448,0.0,1005.0,10.390226,25.167501,3.0,1003.8561,28.0175,0.386,19.8,165.96373,94.0,0.0,0.028238712,0.32782292,93.0,4.0,14.0,29.567501,17.873556,170.72748,1.0,61.7,25.58227,1.0,2.279761,0,0,0,Medium
Kolkata,2016-06-21,433.2,90.6,197.4,105.8,117.2,15.7,6.31,93.5,151.7,0.28,14.22,3.78,26.9,Very Poor,27.0175,91.521706,32.35358,0.0,1004.1,11.966953,25.5175,3.0,1002.95807,28.2175,0.369,19.8,186.91113,87.0,0.0,0.028649345,0.3022554,84.0,17.0,15.0,29.817501,20.12461,190.3048,1.0,62.9,25.895262,1.0,2.281671,0,1,0,Medium
Kolkata,2016-06-22,466.8,85.3,60.4,6.8,184.2,14.9,8.01,12.2,92.4,0.03,19.86,9.57,307.9,Very Poor,27.2675,89.65462,32.863705,0.0,1004.4,9.72,25.417501,3.0,1003.2587,28.3675,0.352,16.199999,180.0,99.0,0.0,0.029114153,0.37426066,98.0,10.0,0.0,30.0175,17.698677,184.66678,1.0,59.9,25.879452,1.0,2.2836316,0,2,0,Medium
Kolkata,2016-06-23,210.6,503.8,139.9,101.1,212.3,25.9,7.55,10.7,165.6,2.21,4.61,9.11,55.3,Satisfactory,27.567501,89.94262,33.670506,0.1,1004.1,7.8625183,25.7675,51.0,1002.95996,28.6175,0.349,15.84,195.94547,100.0,0.1,0.026595691,0.37026334,100.0,0.0,34.0,30.1175,17.58481,202.89058,1.0,62.9,26.215511,0.0,0.0,0,3,0,Medium
Kolkata,2016-06-24,472.5,371.9,160.8,121.3,241.5,30.3,7.82,86.3,17.6,15.01,13.45,1.4,195.1,Very Poor,27.2175,94.562256,33.756546,1.6,1003.0,7.24486,26.2675,61.0,1001.8599,28.317501,0.428,12.599999,206.56499,100.0,1.6,0.01916912,0.19612598,99.0,0.0,97.0,29.7675,16.676977,212.6609,1.0,67.1,26.519445,0.0,0.0,0,4,0,Medium
Kolkata,2016-06-25,207.0,590.4,176.5,29.5,11.4,29.0,6.59,61.2,48.6,2.31,14.94,1.13,273.8,Very Poor,26.7675,95.106316,33.55335,0.0,1003.1,3.8939953,25.917501,3.0,1001.95825,27.817501,0.385,6.8399997,146.3099,97.0,0.0,0.014020418,0.17191434,97.0,1.0,11.0,29.2175,9.746631,175.76369,1.0,60.2,26.147135,1.0,2.2901742,0,5,1,Medium
Kolkata,2016-06-26,297.7,300.1,103.3,110.7,139.2,32.9,8.28,61.9,79.3,8.56,25.58,7.87,30.5,Satisfactory,26.7675,93.15293,33.0528,0.0,1003.5,5.6920996,25.567501,2.0,1002.3578,27.9675,0.375,10.799999,108.43504,51.0,0.0,0.018909696,0.24054575,29.0,9.0,30.0,29.5175,11.119281,119.05451,1.0,64.6,25.875458,1.0,2.2927685,0,6,1,Medium
Kolkata,2016-06-27,123.1,599.5,107.4,94.0,150.5,33.2,5.28,98.4,164.2,14.84,5.16,0.93,104.6,Poor,26.817501,92.055374,32.437027,0.0,1001.4,9.565437,25.417501,3.0,1000.2602,27.917501,0.389,18.359999,70.20104,96.0,0.0,0.023832355,0.27992916,95.0,12.0,15.0,29.567501,16.946787,77.735245,1.0,67.1,25.77204,1.0,2.2955344,0,0,0,Medium
Kolkata,2016-06-28,91.9,159.5,129.9,137.7,39.2,17.0,4.41,32.0,52.9,16.89,24.23,2.88,241.8,Poor,26.917501,90.70294,32.100075,0.0,1001.4,11.874544,25.2675,3.0,1000.2608,27.917501,0.389,20.880001,104.03627,87.0,0.0,0.029933423,0.3295169,80.0,30.0,14.0,29.5175,21.288757,108.74143,1.0,62.5,25.681852,1.0,2.2984846,0,1,0,Medium
Kolkata,2016-06-29,330.0,137.6,129.7,73.9,44.6,29.0,8.65,18.5,57.4,17.96,7.56,2.23,29.7,Moderate,27.2175,91.26269,32.83882,0.0,1002.8,10.703569,25.667501,3.0,1001.66016,28.417501,0.379,17.64,109.653915,89.0,0.0,0.026966834,0.31515408,88.0,8.0,7.0,29.917501,18.681883,115.083565,1.0,69.2,26.056559,0.0,0.0,0,2,0,Medium
Kolkata,2016-06-30,374.9,550.3,73.5,117.7,31.7,21.2,4.94,1.7,190.2,8.69,29.28,3.02,477.2,Poor,27.2175,91.80551,33.08072,0.0,1000.8,9.511088,25.7675,3.0,999.6624,28.417501,0.37,15.84,119.4758,99.0,0.0,0.024598897,0.29557157,98.0,17.0,10.0,30.0175,16.78156,125.39488,1.0,59.9,26.132841,0.0,0.0,0,3,0,Medium
